sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
female,65,greater than 45,caucasian,0,0,0,0,m,dui property damage/injury,1,low,0,female-caucasian
female,22,less than 25,african-american,0,0,0,0,m,battery,3,low,0,female-african-american
male,34,25 - 45,hispanic,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-hispanic
female,38,25 - 45,hispanic,0,0,0,0,f,felony driving while lic suspd,1,low,0,female-hispanic
male,49,greater than 45,hispanic,0,0,0,0,f,resist officer w/violence,1,low,0,male-hispanic
male,34,25 - 45,african-american,0,0,0,5,f,agg assault w/int com fel dome,1,low,0,male-african-american
male,21,less than 25,african-american,0,1,2,1,f,carrying concealed firearm,7,medium,0,male-african-american
male,46,greater than 45,african-american,0,0,0,9,f,pos cannabis w/intent sel/del,4,low,0,male-african-american
male,57,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,4,low,0,male-caucasian
male,40,25 - 45,african-american,0,0,0,21,f,felony battery,5,medium,0,male-african-american
female,30,25 - 45,african-american,0,0,0,1,f,arrest case no charge,2,low,0,female-african-american
male,21,less than 25,caucasian,0,1,0,4,m,battery,7,medium,1,male-caucasian
female,39,25 - 45,african-american,0,2,0,22,f,possession of cocaine,10,high,1,female-african-american
male,24,less than 25,african-american,0,0,0,0,f,aggravated assault w/dead weap,3,low,0,male-african-american
female,45,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,51,greater than 45,african-american,0,0,0,3,f,dwi w/inj susp lic / habit off,3,low,0,male-african-american
male,27,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,32,25 - 45,african-american,0,0,0,1,f,arrest case no charge,2,low,0,male-african-american
male,49,greater than 45,caucasian,0,0,0,0,m,dui property damage/injury,1,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,0,2,f,grand theft in the 3rd degree,3,low,0,male-african-american
male,30,25 - 45,asian,0,0,0,6,m,battery,3,low,0,male-asian
male,30,25 - 45,caucasian,0,0,0,0,m,dui property damage/injury,4,low,0,male-caucasian
male,33,25 - 45,african-american,0,0,0,4,f,felony driving while lic suspd,6,medium,0,male-african-american
male,28,25 - 45,african-american,0,0,0,1,m,battery,2,low,0,male-african-american
male,29,25 - 45,african-american,0,0,0,1,f,stalking (aggravated),8,high,0,male-african-american
male,38,25 - 45,caucasian,0,0,0,0,m,dui blood alcohol above 0.20,1,low,0,male-caucasian
male,37,25 - 45,caucasian,0,0,0,0,f,felony battery (dom strang),3,low,0,male-caucasian
male,30,25 - 45,hispanic,0,0,0,0,f,agg battery grt/bod/harm,2,low,0,male-hispanic
male,51,greater than 45,african-american,1,0,1,19,f,felony petit theft,9,high,0,male-african-american
male,65,greater than 45,african-american,0,0,0,7,m,possess cannabis/20 grams or less,5,medium,0,male-african-american
female,32,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,female-african-american
male,35,25 - 45,african-american,0,0,0,1,f,poss contr subst w/o prescript,4,low,0,male-african-american
male,57,greater than 45,caucasian,0,0,0,1,f,aggrav battery w/deadly weapon,1,low,0,male-caucasian
male,26,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,3,low,0,male-caucasian
female,36,25 - 45,african-american,2,0,0,4,m,battery,6,medium,1,female-african-american
male,35,25 - 45,caucasian,0,0,0,3,f,possession of cocaine,5,medium,1,male-caucasian
male,33,25 - 45,african-american,0,0,0,0,f,grand theft (motor vehicle),1,low,0,male-african-american
male,47,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,53,greater than 45,hispanic,0,0,0,0,m,battery,1,low,0,female-hispanic
female,36,25 - 45,african-american,0,0,0,1,f,possession of cocaine,3,low,1,female-african-american
female,25,25 - 45,caucasian,0,0,0,0,m,battery,3,low,0,female-caucasian
male,52,greater than 45,hispanic,0,0,0,10,f,felony battery w/prior convict,6,medium,0,male-hispanic
male,45,greater than 45,african-american,1,0,1,20,m,arrest case no charge,7,medium,0,male-african-american
male,42,25 - 45,african-american,0,0,0,10,m,driving license suspended,5,medium,1,male-african-american
male,49,greater than 45,african-american,0,0,0,4,f,possession of cocaine,4,low,0,male-african-american
male,40,25 - 45,caucasian,0,0,0,0,m,petit theft,8,high,1,male-caucasian
male,23,less than 25,african-american,0,0,0,0,f,felony battery (dom strang),5,medium,0,male-african-american
male,31,25 - 45,caucasian,0,0,0,3,m,battery,5,medium,0,male-caucasian
female,28,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,45,greater than 45,caucasian,0,0,0,0,f,att burgl unoccupied dwel,1,low,0,male-caucasian
male,39,25 - 45,african-american,0,0,0,7,f,aggravated battery / pregnant,8,high,1,male-african-american
male,24,less than 25,african-american,0,1,0,1,f,grand theft in the 3rd degree,2,low,0,male-african-american
male,46,greater than 45,caucasian,0,0,0,1,f,arrest case no charge,1,low,0,male-caucasian
male,47,greater than 45,caucasian,0,0,0,3,f,resist officer w/violence,1,low,0,male-caucasian
female,34,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,female-caucasian
male,34,25 - 45,hispanic,0,0,0,3,m,battery,2,low,0,male-hispanic
male,29,25 - 45,african-american,0,0,0,0,m,battery,6,medium,0,male-african-american
female,55,greater than 45,african-american,0,0,0,1,f,pos cannabis w/intent sel/del,1,low,0,female-african-american
male,26,25 - 45,african-american,0,0,0,0,m,arrest case no charge,3,low,0,male-african-american
male,24,less than 25,african-american,0,0,0,1,f,possession of codeine,7,medium,0,male-african-american
male,29,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,31,25 - 45,other,0,0,0,0,m,battery,2,low,0,male-other
male,26,25 - 45,caucasian,1,0,0,2,f,possession of cannabis,6,medium,0,male-caucasian
male,54,greater than 45,caucasian,0,0,0,2,f,arrest case no charge,2,low,0,male-caucasian
male,33,25 - 45,african-american,0,0,0,14,f,possession of cocaine,8,high,1,male-african-american
male,35,25 - 45,african-american,0,1,0,8,f,driving while license revoked,9,high,0,male-african-american
male,25,25 - 45,african-american,0,0,0,0,f,felony driving while lic suspd,2,low,0,male-african-american
male,25,25 - 45,african-american,0,0,0,0,f,"del 3,4 methylenedioxymethcath",5,medium,0,male-african-american
male,53,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,41,25 - 45,caucasian,0,0,0,0,f,felony battery (dom strang),1,low,0,male-caucasian
male,24,less than 25,caucasian,0,0,0,1,f,possession of amphetamine,4,low,0,male-caucasian
male,23,less than 25,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,42,25 - 45,african-american,0,0,0,0,f,driving while license revoked,1,low,0,male-african-american
female,32,25 - 45,african-american,0,0,0,3,m,battery on law enforc officer,6,medium,0,female-african-american
male,40,25 - 45,african-american,0,0,0,13,f,arrest case no charge,9,high,0,male-african-american
male,27,25 - 45,african-american,0,0,0,2,f,lease for purpose trafficking,3,low,0,male-african-american
male,32,25 - 45,african-american,0,0,0,1,m,dui blood alcohol above 0.20,4,low,1,male-african-american
male,29,25 - 45,caucasian,0,0,0,2,f,felony battery (dom strang),2,low,0,male-caucasian
male,49,greater than 45,african-american,0,0,0,0,m,poss of rx without rx,1,low,0,male-african-american
male,50,greater than 45,caucasian,0,0,0,0,f,lewd or lascivious molestation,1,low,0,male-caucasian
female,28,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,7,medium,0,female-caucasian
male,25,25 - 45,african-american,0,0,0,0,m,battery,2,low,1,male-african-american
male,25,25 - 45,african-american,0,0,0,4,m,battery,3,low,1,male-african-american
male,45,greater than 45,caucasian,0,0,0,2,f,possession of cocaine,1,low,0,male-caucasian
male,37,25 - 45,other,0,0,0,2,f,lewd/lasciv molest elder persn,1,low,0,male-other
male,24,less than 25,hispanic,0,0,0,0,m,battery,2,low,0,male-hispanic
male,40,25 - 45,caucasian,0,0,0,2,m,arrest case no charge,1,low,0,male-caucasian
female,33,25 - 45,hispanic,0,0,0,0,f,agg battery grt/bod/harm,2,low,0,female-hispanic
male,53,greater than 45,hispanic,0,0,0,18,f,arrest case no charge,2,low,0,male-hispanic
male,55,greater than 45,hispanic,0,0,0,0,m,viol injunct domestic violence,1,low,0,male-hispanic
male,30,25 - 45,other,0,0,0,6,f,aggravated assault w/dead weap,9,high,1,male-other
male,55,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,23,less than 25,african-american,0,0,0,1,f,arrest case no charge,3,low,0,female-african-american
male,32,25 - 45,caucasian,0,0,0,2,f,aggravated assault w/dead weap,1,low,0,male-caucasian
male,47,greater than 45,caucasian,0,0,0,3,f,arrest case no charge,2,low,0,male-caucasian
male,22,less than 25,african-american,0,1,0,1,f,burglary dwelling occupied,6,medium,0,male-african-american
male,47,greater than 45,caucasian,0,0,0,2,f,dealing in stolen property,1,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,5,f,grand theft in the 3rd degree,8,high,0,male-african-american
male,34,25 - 45,african-american,0,0,0,4,m,battery,2,low,0,male-african-american
male,65,greater than 45,caucasian,0,0,0,0,m,dui property damage/injury,1,low,0,male-caucasian
female,23,less than 25,caucasian,0,0,0,0,m,battery,3,low,0,female-caucasian
female,44,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,24,less than 25,african-american,0,0,0,1,m,battery,3,low,0,male-african-american
male,51,greater than 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,39,25 - 45,caucasian,0,0,0,6,f,arrest case no charge,6,medium,0,male-caucasian
male,24,less than 25,caucasian,0,0,0,1,f,aggravated assault w/dead weap,6,medium,0,male-caucasian
male,31,25 - 45,african-american,0,0,2,11,f,poss pyrrolidinovalerophenone,10,high,1,male-african-american
female,35,25 - 45,african-american,0,0,0,0,m,petit theft $100- $300,2,low,0,female-african-american
male,30,25 - 45,other,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-other
female,39,25 - 45,african-american,0,0,0,4,f,aggravated assault w/dead weap,6,medium,0,female-african-american
male,51,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,male-caucasian
male,22,less than 25,caucasian,0,0,1,1,f,arrest case no charge,7,medium,0,male-caucasian
male,29,25 - 45,caucasian,0,0,0,2,f,arrest case no charge,2,low,0,male-caucasian
male,33,25 - 45,caucasian,0,0,0,3,m,battery,4,low,1,male-caucasian
male,54,greater than 45,other,0,0,0,0,f,aggravated assault,1,low,0,male-other
male,48,greater than 45,african-american,0,0,0,10,f,grand theft in the 3rd degree,4,low,0,male-african-american
male,23,less than 25,african-american,0,0,0,0,m,battery,8,high,0,male-african-american
male,23,less than 25,caucasian,0,0,0,2,f,grand theft in the 3rd degree,7,medium,1,male-caucasian
male,47,greater than 45,asian,0,0,0,1,m,battery,1,low,0,male-asian
male,21,less than 25,other,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,male-other
male,48,greater than 45,caucasian,0,0,0,2,f,arrest case no charge,1,low,0,male-caucasian
male,50,greater than 45,caucasian,0,0,0,3,f,felony battery (dom strang),3,low,0,male-caucasian
male,49,greater than 45,african-american,2,0,0,13,f,driving while license revoked,3,low,0,male-african-american
male,58,greater than 45,caucasian,0,0,0,2,f,resist officer w/violence,5,medium,0,male-caucasian
male,31,25 - 45,african-american,0,0,0,6,f,possession of cocaine,8,high,0,male-african-american
male,23,less than 25,african-american,0,0,2,1,m,battery,7,medium,0,male-african-american
male,33,25 - 45,other,0,0,0,0,f,arrest case no charge,1,low,1,male-other
male,57,greater than 45,caucasian,0,0,0,6,f,grand theft in the 3rd degree,2,low,0,male-caucasian
female,31,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,female-caucasian
male,57,greater than 45,african-american,0,0,0,19,f,possession of cocaine,6,medium,0,male-african-american
male,57,greater than 45,caucasian,0,0,0,12,m,dui - enhanced,5,medium,0,male-caucasian
male,45,greater than 45,african-american,0,0,0,11,f,felony battery w/prior convict,3,low,0,male-african-american
male,42,25 - 45,caucasian,0,0,0,0,f,tampering with physical evidence,5,medium,0,male-caucasian
male,48,greater than 45,other,0,0,0,7,f,carrying concealed firearm,2,low,0,male-other
female,28,25 - 45,caucasian,0,0,0,0,f,driving while license revoked,2,low,0,female-caucasian
male,25,25 - 45,african-american,0,0,0,1,m,battery,2,low,1,male-african-american
female,34,25 - 45,caucasian,0,0,0,3,m,battery,5,medium,0,female-caucasian
male,27,25 - 45,african-american,0,0,0,0,f,tampering with physical evidence,2,low,0,male-african-american
male,39,25 - 45,african-american,0,0,0,4,f,aggrav child abuse-agg battery,4,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,4,f,arrest case no charge,5,medium,1,male-african-american
male,26,25 - 45,caucasian,0,0,0,2,f,aggravated assault w/dead weap,9,high,1,male-caucasian
male,27,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,0,4,f,felony driving while lic suspd,2,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,7,f,driving while license revoked,6,medium,0,male-african-american
female,24,less than 25,caucasian,0,0,0,0,f,uttering a forged instrument,8,high,0,female-caucasian
male,20,less than 25,caucasian,0,0,0,0,f,child abuse,3,low,0,male-caucasian
female,23,less than 25,caucasian,0,0,0,0,f,possession of cocaine,3,low,0,female-caucasian
female,48,greater than 45,african-american,0,0,0,0,m,dui property damage/injury,1,low,0,female-african-american
female,41,25 - 45,caucasian,0,0,0,3,f,driving while license revoked,5,medium,0,female-caucasian
female,22,less than 25,caucasian,0,0,0,2,f,arrest case no charge,3,low,0,female-caucasian
male,32,25 - 45,african-american,0,0,0,7,f,felony driving while lic suspd,1,low,0,male-african-american
male,44,25 - 45,african-american,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-african-american
male,60,greater than 45,african-american,0,0,0,3,m,dui - enhanced,1,low,0,male-african-american
male,49,greater than 45,caucasian,0,0,0,0,f,possession of cocaine,1,low,0,male-caucasian
male,30,25 - 45,african-american,0,0,0,10,m,battery,4,low,1,male-african-american
male,52,greater than 45,caucasian,0,0,0,0,f,manufacture cannabis,1,low,0,male-caucasian
male,34,25 - 45,african-american,0,0,0,0,f,poss wep conv felon,10,high,0,male-african-american
male,55,greater than 45,african-american,0,0,0,5,f,felony battery w/prior convict,4,low,1,male-african-american
male,33,25 - 45,african-american,0,0,0,0,m,resist/obstruct w/o violence,7,medium,0,male-african-american
female,27,25 - 45,african-american,0,0,0,0,m,assault,2,low,0,female-african-american
male,33,25 - 45,caucasian,0,0,0,0,f,burglary assault/battery armed,2,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,m,dwls canceled disqul 1st off,5,medium,0,male-african-american
male,32,25 - 45,african-american,0,0,0,1,m,driving under the influence,3,low,0,male-african-american
male,37,25 - 45,caucasian,0,0,0,4,m,battery,1,low,0,male-caucasian
male,31,25 - 45,african-american,0,0,0,15,f,arrest case no charge,10,high,0,male-african-american
male,31,25 - 45,african-american,0,0,0,6,f,arrest case no charge,4,low,0,male-african-american
female,36,25 - 45,caucasian,0,0,0,2,f,aggrav battery w/deadly weapon,3,low,0,female-caucasian
female,37,25 - 45,african-american,0,0,0,1,f,burglary with assault/battery,1,low,0,female-african-american
male,34,25 - 45,caucasian,0,0,0,5,m,petit theft,2,low,1,male-caucasian
female,45,greater than 45,african-american,0,0,0,1,f,driving while license revoked,1,low,0,female-african-american
male,70,greater than 45,african-american,0,0,0,0,m,driving under the influence,1,low,0,male-african-american
male,23,less than 25,african-american,1,0,0,4,f,arrest case no charge,9,high,0,male-african-american
male,27,25 - 45,caucasian,0,0,0,5,m,driving license suspended,4,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,0,m,battery,5,medium,0,male-african-american
female,23,less than 25,caucasian,0,0,0,2,m,battery,6,medium,0,female-caucasian
female,46,greater than 45,caucasian,0,0,0,1,f,felony batt(great bodily harm),2,low,0,female-caucasian
female,27,25 - 45,african-american,1,0,0,1,f,arrest case no charge,5,medium,0,female-african-american
male,45,greater than 45,caucasian,0,0,0,7,f,felony battery,2,low,0,male-caucasian
male,42,25 - 45,african-american,0,0,0,1,m,arrest case no charge,5,medium,0,male-african-american
male,49,greater than 45,caucasian,0,0,0,3,f,possession of cocaine,4,low,0,male-caucasian
male,29,25 - 45,hispanic,0,0,0,0,f,carrying concealed firearm,2,low,0,male-hispanic
female,52,greater than 45,caucasian,0,0,0,1,f,battery on law enforc officer,1,low,0,female-caucasian
male,37,25 - 45,hispanic,0,0,0,4,m,battery,1,low,1,male-hispanic
male,26,25 - 45,african-american,0,0,0,1,m,battery,3,low,0,male-african-american
male,47,greater than 45,hispanic,0,0,0,1,f,arrest case no charge,1,low,0,male-hispanic
male,25,25 - 45,african-american,0,0,0,1,f,possession of cocaine,6,medium,0,male-african-american
male,21,less than 25,african-american,1,0,0,1,f,burglary conveyance unoccup,10,high,1,male-african-american
male,48,greater than 45,african-american,0,0,0,0,m,battery,1,low,0,male-african-american
female,24,less than 25,other,0,0,0,0,f,uttering a forged instrument,3,low,0,female-other
male,22,less than 25,african-american,0,0,0,0,f,burglary dwelling occupied,4,low,1,male-african-american
male,38,25 - 45,caucasian,0,0,0,2,m,battery,2,low,0,male-caucasian
male,54,greater than 45,other,0,0,0,2,m,battery,1,low,0,male-other
male,24,less than 25,hispanic,0,0,0,1,f,arrest case no charge,4,low,0,male-hispanic
female,44,25 - 45,caucasian,0,0,0,0,m,disorderly conduct,1,low,1,female-caucasian
male,64,greater than 45,caucasian,0,0,0,0,m,operating w/o valid license,1,low,0,male-caucasian
female,45,greater than 45,other,0,0,0,0,m,battery,1,low,0,female-other
male,49,greater than 45,african-american,0,0,0,1,f,grand theft in the 3rd degree,5,medium,0,male-african-american
male,33,25 - 45,asian,0,0,0,0,m,battery,1,low,0,male-asian
male,44,25 - 45,hispanic,0,0,0,2,f,leaving the scene of accident,2,low,0,male-hispanic
male,51,greater than 45,african-american,0,0,0,3,f,arrest case no charge,1,low,0,male-african-american
male,50,greater than 45,african-american,0,0,0,0,f,possession of cocaine,1,low,0,male-african-american
male,33,25 - 45,caucasian,0,2,0,2,m,viol injunct domestic violence,2,low,0,male-caucasian
female,54,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,34,25 - 45,caucasian,0,0,0,3,f,driving while license revoked,1,low,0,male-caucasian
male,21,less than 25,african-american,0,0,0,1,f,bribery athletic contests,9,high,1,male-african-american
male,33,25 - 45,african-american,0,0,0,5,f,felony driving while lic suspd,4,low,0,male-african-american
male,32,25 - 45,african-american,0,0,1,9,m,arrest case no charge,7,medium,1,male-african-american
male,45,greater than 45,caucasian,0,0,0,1,m,battery,1,low,0,male-caucasian
female,29,25 - 45,african-american,0,0,0,0,f,agg battery grt/bod/harm,10,high,0,female-african-american
female,28,25 - 45,african-american,0,0,0,0,f,aggravated assault w/dead weap,3,low,0,female-african-american
male,27,25 - 45,caucasian,0,0,0,1,f,possession of cannabis,3,low,0,male-caucasian
female,30,25 - 45,african-american,0,0,0,0,f,grand theft on 65 yr or older,2,low,0,female-african-american
male,32,25 - 45,african-american,0,0,0,0,m,battery,7,medium,0,male-african-american
male,27,25 - 45,caucasian,0,0,0,5,f,grand theft in the 3rd degree,4,low,0,male-caucasian
male,21,less than 25,african-american,0,0,0,0,f,burglary structure unoccup,5,medium,0,male-african-american
male,32,25 - 45,caucasian,0,0,0,0,m,driving license suspended,1,low,0,male-caucasian
male,56,greater than 45,african-american,0,0,0,3,m,arrest case no charge,1,low,0,male-african-american
female,44,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,female-african-american
female,25,25 - 45,caucasian,0,0,0,6,f,arrest case no charge,7,medium,0,female-caucasian
female,20,less than 25,african-american,0,0,0,0,m,battery,5,medium,0,female-african-american
male,35,25 - 45,african-american,0,0,0,1,m,battery,5,medium,0,male-african-american
male,24,less than 25,african-american,0,0,0,0,m,battery,3,low,0,male-african-american
female,40,25 - 45,hispanic,0,0,0,2,m,arrest case no charge,2,low,0,female-hispanic
male,38,25 - 45,african-american,0,0,0,9,f,grand theft in the 3rd degree,5,medium,1,male-african-american
male,36,25 - 45,caucasian,0,0,0,9,f,arrest case no charge,6,medium,1,male-caucasian
male,23,less than 25,hispanic,0,0,1,2,f,grand theft in the 3rd degree,7,medium,0,male-hispanic
male,23,less than 25,caucasian,0,0,0,3,m,petit theft,8,high,1,male-caucasian
female,68,greater than 45,african-american,0,0,0,5,f,possession of cocaine,2,low,0,female-african-american
female,26,25 - 45,caucasian,0,0,0,2,m,battery,5,medium,0,female-caucasian
male,51,greater than 45,african-american,0,0,0,0,f,possession of cocaine,4,low,1,male-african-american
male,25,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,51,greater than 45,african-american,0,0,0,14,f,arrest case no charge,5,medium,0,male-african-american
male,36,25 - 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,20,less than 25,african-american,0,0,0,0,f,burglary dwelling assault/batt,3,low,0,male-african-american
female,31,25 - 45,african-american,0,0,0,0,f,agg battery grt/bod/harm,2,low,0,female-african-american
male,57,greater than 45,african-american,0,0,0,0,m,battery,1,low,0,male-african-american
male,35,25 - 45,hispanic,0,0,0,3,f,burglary structure unoccup,1,low,1,male-hispanic
male,39,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,3,low,0,male-caucasian
male,24,less than 25,african-american,0,1,0,1,f,possession of cocaine,7,medium,0,male-african-american
female,29,25 - 45,hispanic,0,0,0,0,f,aggrav battery w/deadly weapon,4,low,1,female-hispanic
male,26,25 - 45,african-american,0,0,0,4,f,burglary dwelling occupied,6,medium,1,male-african-american
male,60,greater than 45,african-american,0,0,0,2,f,possession of cocaine,1,low,0,male-african-american
male,22,less than 25,caucasian,0,0,1,1,f,poss contr subst w/o prescript,6,medium,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,3,f,arrest case no charge,7,medium,0,male-african-american
male,28,25 - 45,african-american,0,0,0,2,f,arrest case no charge,2,low,0,male-african-american
male,55,greater than 45,caucasian,0,0,0,0,m,battery,1,low,1,male-caucasian
male,28,25 - 45,hispanic,0,0,0,2,f,kidnapping / domestic violence,3,low,1,male-hispanic
female,22,less than 25,hispanic,0,0,0,0,m,battery,2,low,0,female-hispanic
male,24,less than 25,african-american,0,0,0,1,m,battery,6,medium,1,male-african-american
male,47,greater than 45,african-american,0,0,0,1,f,arrest case no charge,2,low,0,male-african-american
male,54,greater than 45,caucasian,0,0,0,6,f,aggravated battery / pregnant,1,low,0,male-caucasian
female,42,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,female-caucasian
male,35,25 - 45,caucasian,0,0,0,5,f,cruelty to animals,3,low,0,male-caucasian
male,53,greater than 45,caucasian,0,0,0,1,f,dealing in stolen property,1,low,0,male-caucasian
female,31,25 - 45,african-american,0,0,0,2,m,exposes culpable negligence,3,low,0,female-african-american
male,23,less than 25,other,0,0,0,4,f,grand theft in the 3rd degree,10,high,0,male-other
male,47,greater than 45,african-american,0,0,0,9,f,felony battery w/prior convict,4,low,0,male-african-american
female,22,less than 25,african-american,0,1,0,2,f,aggrav battery w/deadly weapon,9,high,0,female-african-american
male,45,greater than 45,hispanic,0,0,0,1,m,possess cannabis/20 grams or less,1,low,0,male-hispanic
female,30,25 - 45,african-american,0,0,0,2,f,grand theft in the 3rd degree,2,low,0,female-african-american
male,50,greater than 45,african-american,0,0,0,0,m,battery,1,low,0,male-african-american
female,24,less than 25,other,0,0,0,2,f,possession of methamphetamine,4,low,1,female-other
female,42,25 - 45,caucasian,0,0,0,3,f,false ownership info/pawn item,5,medium,0,female-caucasian
male,31,25 - 45,hispanic,0,0,0,0,m,assault,1,low,0,male-hispanic
male,25,25 - 45,african-american,0,0,0,5,f,arrest case no charge,9,high,1,male-african-american
male,36,25 - 45,african-american,0,0,0,4,f,aggrav battery w/deadly weapon,5,medium,0,male-african-american
male,28,25 - 45,caucasian,0,0,0,5,f,driving while license revoked,5,medium,0,male-caucasian
male,31,25 - 45,caucasian,0,0,0,0,m,battery,1,low,1,male-caucasian
male,23,less than 25,african-american,0,0,0,0,f,aggravated assault w/dead weap,4,low,0,male-african-american
male,29,25 - 45,caucasian,0,0,0,4,m,viol injunct domestic violence,6,medium,1,male-caucasian
male,34,25 - 45,african-american,0,0,0,1,f,pos cannabis w/intent sel/del,5,medium,0,male-african-american
female,36,25 - 45,hispanic,0,0,0,0,m,burglary structure unoccup,2,low,0,female-hispanic
male,23,less than 25,african-american,0,0,2,3,f,grand theft (motor vehicle),8,high,1,male-african-american
male,31,25 - 45,african-american,0,0,0,15,f,felony driving while lic suspd,8,high,0,male-african-american
male,53,greater than 45,caucasian,0,0,0,0,m,resist/obstruct w/o violence,1,low,0,male-caucasian
male,34,25 - 45,african-american,0,0,0,12,f,unauth c/p/s sounds>1000/audio,7,medium,0,male-african-american
female,63,greater than 45,african-american,0,0,0,1,f,possession of cannabis,1,low,0,female-african-american
female,21,less than 25,african-american,0,0,0,0,f,possession of alprazolam,7,medium,1,female-african-american
male,58,greater than 45,caucasian,0,0,0,4,f,felony petit theft,5,medium,1,male-caucasian
female,23,less than 25,african-american,0,0,0,0,m,battery,4,low,0,female-african-american
male,56,greater than 45,caucasian,0,0,0,13,f,arrest case no charge,2,low,0,male-caucasian
female,52,greater than 45,caucasian,0,0,0,0,f,aggrav battery w/deadly weapon,1,low,0,female-caucasian
male,56,greater than 45,african-american,0,0,0,0,f,false imprisonment,2,low,0,male-african-american
female,37,25 - 45,african-american,0,0,0,0,m,exposes culpable negligence,1,low,0,female-african-american
female,50,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,22,less than 25,african-american,0,0,0,0,f,possession of cocaine,5,medium,1,male-african-american
female,43,25 - 45,caucasian,0,0,0,0,m,battery,1,low,1,female-caucasian
male,30,25 - 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,29,25 - 45,asian,0,0,0,0,f,battery on a person over 65,1,low,0,male-asian
male,24,less than 25,caucasian,0,0,0,0,f,pos cannabis w/intent sel/del,2,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,0,7,m,battery,8,high,1,male-african-american
female,24,less than 25,caucasian,0,0,0,0,f,possession of heroin,4,low,0,female-caucasian
female,74,greater than 45,african-american,0,0,0,0,f,felony petit theft,1,low,0,female-african-american
male,27,25 - 45,african-american,0,0,1,8,m,arrest case no charge,7,medium,1,male-african-american
male,29,25 - 45,caucasian,0,0,0,5,f,driving while license revoked,2,low,0,male-caucasian
female,35,25 - 45,african-american,0,0,0,5,f,neglect child / no bodily harm,3,low,0,female-african-american
male,36,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
male,26,25 - 45,caucasian,0,0,0,2,f,carrying concealed firearm,4,low,0,male-caucasian
female,26,25 - 45,african-american,0,0,0,1,f,arrest case no charge,5,medium,0,female-african-american
male,28,25 - 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,male-caucasian
male,51,greater than 45,caucasian,0,0,0,1,f,possession of alprazolam,1,low,1,male-caucasian
female,35,25 - 45,hispanic,0,0,0,0,m,battery,2,low,0,female-hispanic
female,23,less than 25,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
female,23,less than 25,hispanic,0,1,0,2,m,battery,4,low,0,female-hispanic
female,33,25 - 45,african-american,0,0,0,5,f,aggravated assault w/dead weap,7,medium,0,female-african-american
male,59,greater than 45,caucasian,0,0,0,3,m,battery,1,low,0,male-caucasian
male,26,25 - 45,caucasian,0,0,0,4,f,tamper with witness/victim/ci,4,low,1,male-caucasian
